Date,Handysize_Index,Supramax_Index,Panamax_Index,Capesize_Index
2016-08-11,510,640,709,903
2016-08-12,513,644,714,911
2016-08-15,521,656,729,933
2016-08-16,524,660,735,941
2016-08-17,527,664,740,948
2016-08-18,530,669,745,956
2016-08-19,533,673,750,963
2016-08-22,542,685,766,986
2016-08-23,545,689,772,994
2016-08-24,548,693,777,1001
2016-08-25,551,697,782,1009
2016-08-26,554,701,787,1017
2016-08-29,562,714,803,1040
2016-08-30,565,718,809,1047
2016-08-31,568,722,814,1055
2016-09-01,571,726,819,1063
2016-09-02,574,730,825,1071
2016-09-05,583,743,841,1095
2016-09-06,586,747,847,1103
2016-09-07,589,751,852,1111
2016-09-08,592,756,858,1119
2016-09-09,595,760,863,1127
2016-09-12,604,773,880,1151
2016-09-13,607,777,885,1159
2016-09-14,610,781,891,1167
2016-09-15,613,785,897,1175
2016-09-16,616,790,902,1184
2016-09-19,624,802,919,1208
2016-09-20,627,807,925,1217
2016-09-21,630,811,930,1225
2016-09-22,633,815,936,1233
2016-09-23,636,819,941,1242
2016-09-26,645,832,958,1267
2016-09-27,648,836,964,1275
2016-09-28,651,841,970,1284
2016-09-29,654,845,975,1292
2016-09-30,657,849,981,1300
2016-10-03,665,862,998,1326
2016-10-04,668,866,1004,1335
2016-10-05,671,871,1010,1343
2016-10-06,674,875,1016,1352
2016-10-07,677,879,1021,1361
2016-10-10,686,892,1039,1387
2016-10-11,689,896,1044,1395
2016-10-12,692,901,1050,1404
2016-10-13,695,905,1056,1413
2016-10-14,698,909,1062,1422
2016-10-17,706,922,1079,1448
2016-10-18,709,926,1085,1457
2016-10-19,712,931,1091,1466
2016-10-20,715,935,1097,1475
2016-10-21,718,939,1103,1484
2016-10-24,726,952,1121,1512
2016-10-25,729,957,1127,1521
2016-10-26,732,961,1133,1530
2016-10-27,735,965,1139,1539
2016-10-28,738,969,1145,1548
2016-10-31,747,982,1163,1576
2016-11-01,749,987,1169,1585
2016-11-02,745,981,1160,1572
2016-11-03,741,975,1152,1559
2016-11-04,737,969,1144,1547
2016-11-07,725,951,1120,1508
2016-11-08,721,946,1112,1496
2016-11-09,717,940,1104,1483
2016-11-10,713,934,1095,1470
2016-11-11,709,928,1087,1458
2016-11-14,697,910,1063,1420
2016-11-15,692,904,1055,1407
2016-11-16,688,898,1047,1395
2016-11-17,684,892,1039,1382
2016-11-18,680,886,1030,1370
2016-11-21,668,868,1006,1332
2016-11-22,663,862,998,1320
2016-11-23,659,856,990,1308
2016-11-24,655,850,982,1295
2016-11-25,651,844,974,1283
2016-11-28,638,826,949,1246
2016-11-29,634,820,941,1234
2016-11-30,630,814,933,1222
2016-12-01,625,808,925,1210
2016-12-02,625,807,924,1207
2016-12-05,622,804,920,1201
2016-12-06,621,802,918,1199
2016-12-07,620,801,917,1197
2016-12-08,620,800,915,1195
2016-12-09,619,799,914,1193
2016-12-12,616,796,910,1187
2016-12-13,615,795,908,1185
2016-12-14,615,793,907,1183
2016-12-15,614,792,906,1181
2016-12-16,613,791,904,1179
2016-12-19,610,788,900,1173
2016-12-20,609,787,898,1171
2016-12-21,609,786,897,1169
2016-12-22,608,784,896,1167
2016-12-23,607,783,894,1165
2016-12-26,604,780,890,1159
2016-12-27,603,779,888,1157
2016-12-28,602,777,887,1155
2016-12-29,602,776,885,1153
2016-12-30,601,775,884,1151
2017-01-02,598,771,879,1145
2017-01-03,597,770,878,1143
2017-01-04,596,769,877,1141
2017-01-05,595,768,875,1139
2017-01-06,594,767,874,1137
2017-01-09,592,763,869,1131
2017-01-10,591,762,868,1129
2017-01-11,590,761,866,1127
2017-01-12,589,759,865,1125
2017-01-13,588,758,863,1123
2017-01-16,585,755,859,1117
2017-01-17,585,753,857,1115
2017-01-18,584,752,856,1113
2017-01-19,583,751,854,1111
2017-01-20,582,750,853,1109
2017-01-23,579,746,848,1102
2017-01-24,578,745,846,1100
2017-01-25,577,743,845,1098
2017-01-26,576,742,843,1096
2017-01-27,575,741,842,1094
2017-01-30,573,737,837,1088
2017-01-31,572,736,835,1086
2017-02-01,571,734,834,1083
2017-02-02,579,747,850,1109
2017-02-03,588,759,867,1134
2017-02-06,613,796,917,1211
2017-02-07,621,808,933,1236
2017-02-08,629,820,950,1262
2017-02-09,637,832,967,1288
2017-02-10,646,844,984,1315
2017-02-13,670,881,1034,1394
2017-02-14,678,893,1051,1420
2017-02-15,687,905,1068,1447
2017-02-16,695,917,1084,1474
2017-02-17,703,929,1101,1501
2017-02-20,727,965,1152,1582
2017-02-21,735,976,1169,1609
2017-02-22,743,988,1186,1637
2017-02-23,750,1000,1203,1664
2017-02-24,758,1012,1220,1692
2017-02-27,782,1048,1271,1775
2017-02-28,790,1059,1288,1803
2017-03-01,798,1071,1305,1831
2017-03-02,794,1066,1297,1820
2017-03-03,790,1060,1290,1808
2017-03-06,780,1044,1267,1773
2017-03-07,776,1039,1260,1761
2017-03-08,772,1034,1252,1750
2017-03-09,769,1028,1245,1738
2017-03-10,765,1023,1237,1726
2017-03-13,754,1007,1215,1691
2017-03-14,751,1001,1207,1680
2017-03-15,747,996,1200,1668
2017-03-16,743,990,1192,1656
2017-03-17,740,985,1185,1645
2017-03-20,729,969,1162,1610
2017-03-21,725,963,1155,1598
2017-03-22,722,958,1147,1586
2017-03-23,718,953,1140,1574
2017-03-24,714,947,1132,1563
2017-03-27,703,931,1110,1528
2017-03-28,700,925,1102,1516
2017-03-29,696,920,1095,1505
2017-03-30,692,914,1087,1493
2017-03-31,689,909,1080,1481
2017-04-03,678,893,1057,1446
2017-04-04,674,887,1050,1435
2017-04-05,670,882,1042,1423
2017-04-06,667,876,1035,1411
2017-04-07,663,871,1027,1400
2017-04-10,652,854,1005,1365
2017-04-11,648,849,997,1354
2017-04-12,644,843,990,1342
2017-04-13,641,838,982,1330
2017-04-14,637,832,975,1319
2017-04-17,626,816,952,1284
2017-04-18,622,810,945,1273
2017-04-19,618,805,937,1261
2017-04-20,615,799,930,1250
2017-04-21,611,794,922,1239
2017-04-24,600,777,900,1204
2017-04-25,596,772,893,1193
2017-04-26,592,766,885,1182
2017-04-27,588,761,878,1170
2017-04-28,585,755,870,1159
2017-05-01,573,739,848,1125
2017-05-02,574,739,849,1126
2017-05-03,574,740,849,1127
2017-05-04,574,740,850,1128
2017-05-05,575,740,850,1129
2017-05-08,576,742,852,1131
2017-05-09,576,742,852,1132
2017-05-10,576,742,853,1133
2017-05-11,577,743,853,1134
2017-05-12,577,743,854,1134
2017-05-15,578,744,855,1137
2017-05-16,578,745,856,1138
2017-05-17,578,745,856,1138
2017-05-18,579,745,857,1139
2017-05-19,579,746,857,1140
2017-05-22,580,747,859,1142
2017-05-23,580,747,859,1143
2017-05-24,581,748,860,1144
2017-05-25,581,748,860,1144
2017-05-26,581,748,861,1145
2017-05-29,582,750,862,1147
2017-05-30,583,750,862,1148
2017-05-31,583,750,863,1149
2017-06-01,583,751,863,1149
2017-06-02,586,754,868,1156
2017-06-05,593,764,881,1177
2017-06-06,595,768,886,1184
2017-06-07,598,771,890,1191
2017-06-08,600,774,895,1198
2017-06-09,603,778,899,1204
2017-06-12,610,788,913,1225
2017-06-13,612,791,917,1232
2017-06-14,615,795,922,1239
2017-06-15,617,798,926,1246
2017-06-16,619,801,931,1253
2017-06-19,626,812,944,1273
2017-06-20,629,815,949,1280
2017-06-21,631,818,953,1287
2017-06-22,634,822,958,1294
2017-06-23,636,825,962,1301
2017-06-26,643,835,976,1321
2017-06-27,646,838,980,1328
2017-06-28,648,842,985,1335
2017-06-29,650,845,989,1342
2017-06-30,653,849,994,1349
2017-07-03,660,859,1007,1369
2017-07-04,662,862,1012,1376
2017-07-05,665,865,1016,1383
2017-07-06,667,869,1021,1390
2017-07-07,669,872,1025,1397
2017-07-10,677,882,1039,1417
2017-07-11,679,886,1043,1424
2017-07-12,681,889,1048,1431
2017-07-13,684,893,1052,1438
2017-07-14,686,896,1057,1445
2017-07-17,693,906,1071,1465
2017-07-18,696,909,1075,1472
2017-07-19,698,913,1080,1479
2017-07-20,700,916,1084,1486
2017-07-21,703,920,1089,1493
2017-07-24,710,930,1103,1514
2017-07-25,712,933,1107,1521
2017-07-26,715,937,1112,1527
2017-07-27,717,940,1116,1534
2017-07-28,720,944,1121,1541
2017-07-31,727,954,1135,1562
2017-08-01,729,957,1139,1569
2017-08-02,732,961,1145,1578
2017-08-03,735,966,1150,1586
2017-08-04,738,970,1156,1595
2017-08-07,746,982,1173,1620
2017-08-08,749,986,1178,1629
2017-08-09,752,990,1184,1637
2017-08-10,755,995,1190,1646
2017-08-11,758,999,1195,1655
2017-08-14,766,1011,1212,1680
2017-08-15,769,1015,1218,1689
2017-08-16,772,1019,1223,1698
2017-08-17,775,1024,1229,1706
2017-08-18,778,1028,1235,1715
2017-08-21,786,1040,1252,1741
2017-08-22,789,1044,1258,1750
2017-08-23,792,1049,1263,1759
2017-08-24,795,1053,1269,1767
2017-08-25,798,1057,1275,1776
2017-08-28,806,1070,1292,1803
2017-08-29,809,1074,1298,1811
2017-08-30,812,1078,1304,1820
2017-08-31,815,1082,1309,1829
2017-09-01,818,1086,1315,1838
2017-09-04,824,1095,1327,1855
2017-09-05,826,1098,1330,1861
2017-09-06,827,1101,1334,1867
2017-09-07,829,1103,1338,1873
2017-09-08,831,1106,1342,1878
2017-09-11,837,1115,1354,1896
2017-09-12,839,1118,1357,1902
2017-09-13,841,1121,1361,1908
2017-09-14,843,1123,1365,1913
2017-09-15,845,1126,1369,1919
2017-09-18,851,1135,1381,1937
2017-09-19,853,1138,1385,1943
2017-09-20,854,1141,1389,1949
2017-09-21,856,1144,1393,1955
2017-09-22,858,1147,1397,1961
2017-09-25,864,1155,1409,1980
2017-09-26,866,1158,1413,1986
2017-09-27,868,1161,1417,1992
2017-09-28,870,1164,1421,1998
2017-09-29,872,1167,1425,2004
2017-10-02,878,1176,1437,2023
2017-10-03,880,1179,1442,2029
2017-10-04,882,1182,1446,2036
2017-10-05,883,1185,1450,2042
2017-10-06,885,1188,1454,2048
2017-10-09,891,1196,1466,2068
2017-10-10,893,1199,1471,2074
2017-10-11,895,1202,1475,2081
2017-10-12,897,1205,1479,2087
2017-10-13,899,1208,1483,2094
2017-10-16,905,1217,1496,2113
2017-10-17,907,1220,1500,2120
2017-10-18,909,1223,1504,2127
2017-10-19,911,1226,1508,2133
2017-10-20,912,1229,1513,2140
2017-10-23,918,1238,1526,2160
2017-10-24,920,1241,1530,2167
2017-10-25,922,1244,1534,2174
2017-10-26,924,1247,1538,2181
2017-10-27,926,1250,1543,2188
2017-10-30,932,1259,1556,2208
2017-10-31,934,1262,1560,2215
2017-11-01,935,1265,1565,2222
2017-11-02,932,1260,1557,2211
2017-11-03,929,1255,1550,2199
2017-11-06,919,1241,1529,2163
2017-11-07,916,1236,1522,2152
2017-11-08,912,1231,1515,2140
2017-11-09,909,1226,1508,2128
2017-11-10,906,1221,1501,2117
2017-11-13,896,1206,1480,2082
2017-11-14,892,1201,1472,2070
2017-11-15,889,1196,1465,2059
2017-11-16,885,1191,1458,2047
2017-11-17,882,1186,1451,2036
2017-11-20,872,1171,1430,2001
2017-11-21,869,1166,1423,1990
2017-11-22,865,1162,1416,1978
2017-11-23,862,1156,1409,1967
2017-11-24,858,1151,1402,1956
2017-11-27,848,1136,1380,1922
2017-11-28,845,1131,1373,1910
2017-11-29,841,1126,1366,1899
2017-11-30,838,1121,1359,1888
2017-12-01,834,1116,1352,1876
2017-12-04,824,1101,1331,1843
2017-12-05,821,1096,1324,1832
2017-12-06,817,1091,1317,1822
2017-12-07,814,1087,1311,1811
2017-12-08,810,1082,1304,1800
2017-12-11,800,1067,1283,1767
2017-12-12,797,1062,1276,1756
2017-12-13,793,1057,1269,1745
2017-12-14,790,1051,1262,1734
2017-12-15,786,1046,1255,1723
2017-12-18,776,1031,1234,1691
2017-12-19,773,1026,1227,1680
2017-12-20,769,1021,1220,1669
2017-12-21,766,1016,1213,1659
2017-12-22,762,1011,1206,1648
2017-12-25,751,996,1185,1615
2017-12-26,748,991,1178,1605
2017-12-27,744,986,1171,1594
2017-12-28,741,980,1164,1583
2017-12-29,737,975,1157,1572
2018-01-01,727,960,1136,1540
2018-01-02,727,961,1138,1543
2018-01-03,728,962,1140,1546
2018-01-04,729,963,1142,1549
2018-01-05,729,964,1143,1552
2018-01-08,731,968,1148,1561
2018-01-09,732,969,1150,1564
2018-01-10,733,970,1152,1567
2018-01-11,733,971,1153,1570
2018-01-12,734,972,1155,1573
2018-01-15,736,975,1160,1582
2018-01-16,737,976,1162,1585
2018-01-17,737,977,1163,1588
2018-01-18,738,978,1165,1591
2018-01-19,738,979,1167,1594
2018-01-22,740,982,1172,1602
2018-01-23,741,984,1173,1605
2018-01-24,742,985,1175,1608
2018-01-25,742,986,1177,1611
2018-01-26,743,987,1178,1614
2018-01-29,745,990,1183,1623
2018-01-30,745,991,1185,1626
2018-01-31,746,992,1186,1629
2018-02-01,746,993,1188,1632
2018-02-02,744,989,1183,1624
2018-02-05,736,978,1167,1601
2018-02-06,734,974,1162,1593
2018-02-07,731,970,1157,1586
2018-02-08,728,966,1152,1578
2018-02-09,726,963,1147,1570
2018-02-12,718,951,1132,1547
2018-02-13,715,947,1127,1539
2018-02-14,713,944,1121,1532
2018-02-15,710,940,1116,1524
2018-02-16,708,936,1111,1516
2018-02-19,700,924,1096,1493
2018-02-20,697,921,1090,1485
2018-02-21,694,917,1085,1477
2018-02-22,692,913,1080,1469
2018-02-23,689,909,1075,1462
2018-02-26,681,897,1059,1438
2018-02-27,679,894,1054,1430
2018-02-28,676,890,1049,1422
2018-03-01,673,886,1044,1415
2018-03-02,673,886,1044,1416
2018-03-05,674,887,1046,1420
2018-03-06,674,887,1047,1421
2018-03-07,674,888,1047,1422
2018-03-08,675,888,1048,1424
2018-03-09,675,888,1049,1425
2018-03-12,675,889,1050,1429
2018-03-13,676,890,1051,1430
2018-03-14,676,890,1051,1431
2018-03-15,676,890,1052,1432
2018-03-16,676,891,1052,1433
2018-03-19,677,891,1054,1437
2018-03-20,677,892,1055,1438
2018-03-21,677,892,1055,1439
2018-03-22,677,892,1056,1440
2018-03-23,678,893,1056,1441
2018-03-26,678,893,1058,1444
2018-03-27,678,894,1058,1445
2018-03-28,678,894,1058,1447
2018-03-29,679,894,1059,1448
2018-03-30,679,894,1059,1449
2018-04-02,679,895,1061,1451
2018-04-03,680,895,1061,1452
2018-04-04,680,896,1062,1453
2018-04-05,680,896,1062,1454
2018-04-06,680,896,1062,1455
2018-04-09,681,897,1064,1458
2018-04-10,681,897,1064,1459
2018-04-11,681,897,1064,1460
2018-04-12,681,897,1065,1460
2018-04-13,681,898,1065,1461
2018-04-16,682,898,1066,1464
2018-04-17,682,899,1067,1464
2018-04-18,682,899,1067,1465
2018-04-19,682,899,1067,1466
2018-04-20,683,899,1068,1467
2018-04-23,683,900,1069,1469
2018-04-24,683,900,1069,1470
2018-04-25,684,900,1069,1470
2018-04-26,684,900,1070,1471
